recording,sweep_number,current_injection,threshold,spike_count,condition,timestamps,ssv,path
2025_05_06_0006,13,160.0,-31.550304412841797,52,Condition 1,"[np.float64(0.263), np.float64(0.27290000000000003), np.float64(0.28800000000000003), np.float64(0.3013), np.float64(0.32020000000000004), np.float64(0.3397), np.float64(0.3561), np.float64(0.374), np.float64(0.3961), np.float64(0.4112), np.float64(0.42500000000000004), np.float64(0.4414), np.float64(0.45570000000000005), np.float64(0.4712), np.float64(0.49050000000000005), np.float64(0.5129), np.float64(0.5277000000000001), np.float64(0.5481), np.float64(0.5636), np.float64(0.5805), np.float64(0.5952000000000001), np.float64(0.6141), np.float64(0.6306), np.float64(0.6608), np.float64(0.6769000000000001), np.float64(0.6941), np.float64(0.7095), np.float64(0.7235), np.float64(0.7453000000000001), np.float64(0.7623000000000001), np.float64(0.7786000000000001), np.float64(0.8001), np.float64(0.8209000000000001), np.float64(0.8396), np.float64(0.8614), np.float64(0.8801), np.float64(0.8988), np.float64(0.9284), np.float64(0.9462), np.float64(0.9723), np.float64(0.9943000000000001), np.float64(1.0119), np.float64(1.0292000000000001), np.float64(1.0470000000000002), np.float64(1.062), np.float64(1.0803), np.float64(1.0994000000000002), np.float64(1.1337000000000002), np.float64(1.1514), np.float64(1.1816), np.float64(1.2012), np.float64(1.2264000000000002)]",-51.550304,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf
2025_05_06_0006,14,180.0,-30.625457763671875,65,Condition 1,"[np.float64(0.2614), np.float64(0.2695), np.float64(0.2793), np.float64(0.29100000000000004), np.float64(0.30360000000000004), np.float64(0.3171), np.float64(0.3277), np.float64(0.34190000000000004), np.float64(0.35850000000000004), np.float64(0.3704), np.float64(0.38520000000000004), np.float64(0.3991), np.float64(0.41250000000000003), np.float64(0.42550000000000004), np.float64(0.43710000000000004), np.float64(0.4541), np.float64(0.4667), np.float64(0.4807), np.float64(0.4933), np.float64(0.5067), np.float64(0.5227), np.float64(0.5358), np.float64(0.5497000000000001), np.float64(0.5657), np.float64(0.5813), np.float64(0.5959), np.float64(0.6168), np.float64(0.6314000000000001), np.float64(0.6476000000000001), np.float64(0.6665), np.float64(0.6831), np.float64(0.6986), np.float64(0.7157), np.float64(0.7351000000000001), np.float64(0.7513000000000001), np.float64(0.7684000000000001), np.float64(0.7839), np.float64(0.8008000000000001), np.float64(0.8134), np.float64(0.8320000000000001), np.float64(0.8461000000000001), np.float64(0.8621000000000001), np.float64(0.8831), np.float64(0.8981), np.float64(0.9115000000000001), np.float64(0.9337000000000001), np.float64(0.9480000000000001), np.float64(0.9640000000000001), np.float64(0.9836), np.float64(1.0042), np.float64(1.0222), np.float64(1.0355), np.float64(1.0499), np.float64(1.0634000000000001), np.float64(1.0803), np.float64(1.0964), np.float64(1.1101), np.float64(1.1257000000000001), np.float64(1.1433), np.float64(1.1598000000000002), np.float64(1.1768), np.float64(1.1933), np.float64(1.2093), np.float64(1.2255), np.float64(1.2401)]",-50.625458,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf
2025_05_06_0006,15,200.0,-29.729183197021484,77,Condition 1,"[np.float64(0.25980000000000003), np.float64(0.267), np.float64(0.27590000000000003), np.float64(0.2856), np.float64(0.2974), np.float64(0.3093), np.float64(0.32030000000000003), np.float64(0.3311), np.float64(0.3411), np.float64(0.35250000000000004), np.float64(0.3633), np.float64(0.37420000000000003), np.float64(0.3856), np.float64(0.3972), np.float64(0.4097), np.float64(0.4218), np.float64(0.4348), np.float64(0.4461), np.float64(0.4591), np.float64(0.47150000000000003), np.float64(0.4837), np.float64(0.4949), np.float64(0.5076), np.float64(0.5202), np.float64(0.5337000000000001), np.float64(0.5449), np.float64(0.5572), np.float64(0.5698), np.float64(0.5821000000000001), np.float64(0.5941000000000001), np.float64(0.6063000000000001), np.float64(0.6207), np.float64(0.6342), np.float64(0.6465000000000001), np.float64(0.6614), np.float64(0.6754), np.float64(0.6881), np.float64(0.7027), np.float64(0.7146), np.float64(0.7268), np.float64(0.7422000000000001), np.float64(0.7549), np.float64(0.7678), np.float64(0.7821), np.float64(0.7958000000000001), np.float64(0.8089000000000001), np.float64(0.8235), np.float64(0.8382000000000001), np.float64(0.8519), np.float64(0.8677), np.float64(0.8803000000000001), np.float64(0.8921), np.float64(0.9068), np.float64(0.9209), np.float64(0.9357000000000001), np.float64(0.9508000000000001), np.float64(0.9643), np.float64(0.9763000000000001), np.float64(0.9912000000000001), np.float64(1.0031), np.float64(1.0190000000000001), np.float64(1.0309000000000001), np.float64(1.0448), np.float64(1.06), np.float64(1.0731), np.float64(1.091), np.float64(1.1046), np.float64(1.1173), np.float64(1.1311), np.float64(1.1440000000000001), np.float64(1.1584), np.float64(1.1701000000000001), np.float64(1.1831), np.float64(1.1981000000000002), np.float64(1.2132), np.float64(1.2273), np.float64(1.2397)]",-49.729183,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf
2025_05_06_0006,16,220.0,-28.437023162841797,86,Condition 1,"[np.float64(0.2592), np.float64(0.2652), np.float64(0.2733), np.float64(0.2823), np.float64(0.2913), np.float64(0.30060000000000003), np.float64(0.3111), np.float64(0.32), np.float64(0.3299), np.float64(0.33940000000000003), np.float64(0.3497), np.float64(0.35960000000000003), np.float64(0.3748), np.float64(0.3854), np.float64(0.3961), np.float64(0.4067), np.float64(0.4171), np.float64(0.4263), np.float64(0.4373), np.float64(0.4496), np.float64(0.4617), np.float64(0.47500000000000003), np.float64(0.4858), np.float64(0.49570000000000003), np.float64(0.5058), np.float64(0.5184), np.float64(0.529), np.float64(0.5402), np.float64(0.5513), np.float64(0.5627), np.float64(0.5756), np.float64(0.5867), np.float64(0.598), np.float64(0.6116), np.float64(0.6227), np.float64(0.633), np.float64(0.6466000000000001), np.float64(0.6561), np.float64(0.6681), np.float64(0.6794), np.float64(0.6914), np.float64(0.7051000000000001), np.float64(0.7166), np.float64(0.7282000000000001), np.float64(0.7435), np.float64(0.7551), np.float64(0.7661), np.float64(0.7782), np.float64(0.7887000000000001), np.float64(0.8), np.float64(0.8122), np.float64(0.8245), np.float64(0.8351000000000001), np.float64(0.8478), np.float64(0.859), np.float64(0.8717), np.float64(0.8846), np.float64(0.8963000000000001), np.float64(0.9084000000000001), np.float64(0.9225000000000001), np.float64(0.9337000000000001), np.float64(0.9462), np.float64(0.9593), np.float64(0.9726), np.float64(0.9854), np.float64(0.9969), np.float64(1.0092), np.float64(1.0216), np.float64(1.0328), np.float64(1.0453000000000001), np.float64(1.058), np.float64(1.0695000000000001), np.float64(1.0826), np.float64(1.0943), np.float64(1.1077000000000001), np.float64(1.121), np.float64(1.1340000000000001), np.float64(1.1455), np.float64(1.1571), np.float64(1.1694), np.float64(1.1816), np.float64(1.1946), np.float64(1.2063000000000001), np.float64(1.221), np.float64(1.2324000000000002), np.float64(1.246)]",-48.437023,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf
2025_05_06_0006,17,240.0,-27.20956802368164,96,Condition 1,"[np.float64(0.2584), np.float64(0.2639), np.float64(0.2716), np.float64(0.27990000000000004), np.float64(0.2868), np.float64(0.2963), np.float64(0.30410000000000004), np.float64(0.3144), np.float64(0.3226), np.float64(0.33180000000000004), np.float64(0.3405), np.float64(0.3491), np.float64(0.35850000000000004), np.float64(0.3688), np.float64(0.3781), np.float64(0.38780000000000003), np.float64(0.3985), np.float64(0.40800000000000003), np.float64(0.4174), np.float64(0.4272), np.float64(0.43720000000000003), np.float64(0.44680000000000003), np.float64(0.456), np.float64(0.466), np.float64(0.4756), np.float64(0.4853), np.float64(0.49470000000000003), np.float64(0.5044000000000001), np.float64(0.5136000000000001), np.float64(0.5232), np.float64(0.5333), np.float64(0.5442), np.float64(0.554), np.float64(0.5649000000000001), np.float64(0.5746), np.float64(0.5850000000000001), np.float64(0.5958), np.float64(0.6072000000000001), np.float64(0.618), np.float64(0.6281), np.float64(0.6379), np.float64(0.648), np.float64(0.6584), np.float64(0.6691), np.float64(0.6793), np.float64(0.6904), np.float64(0.7025), np.float64(0.7127), np.float64(0.7228), np.float64(0.7343000000000001), np.float64(0.745), np.float64(0.7551), np.float64(0.7656000000000001), np.float64(0.7767000000000001), np.float64(0.7888000000000001), np.float64(0.7994), np.float64(0.8104), np.float64(0.8210000000000001), np.float64(0.8321000000000001), np.float64(0.8449000000000001), np.float64(0.8571000000000001), np.float64(0.8674000000000001), np.float64(0.8772000000000001), np.float64(0.8885000000000001), np.float64(0.9014000000000001), np.float64(0.912), np.float64(0.9243), np.float64(0.9346000000000001), np.float64(0.9452), np.float64(0.9554), np.float64(0.9682000000000001), np.float64(0.9782000000000001), np.float64(0.9893000000000001), np.float64(1.0), np.float64(1.0112), np.float64(1.0215), np.float64(1.0327), np.float64(1.0450000000000002), np.float64(1.0553000000000001), np.float64(1.0654000000000001), np.float64(1.0754000000000001), np.float64(1.0872), np.float64(1.0967), np.float64(1.1073), np.float64(1.1182), np.float64(1.1286), np.float64(1.139), np.float64(1.1507), np.float64(1.1611), np.float64(1.1715), np.float64(1.1835), np.float64(1.1974), np.float64(1.2085000000000001), np.float64(1.2189), np.float64(1.2294), np.float64(1.2405000000000002)]",-47.209568,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf
2025_05_06_0006,18,260.0,-26.01723861694336,104,Condition 1,"[np.float64(0.2576), np.float64(0.2627), np.float64(0.26890000000000003), np.float64(0.27690000000000003), np.float64(0.28400000000000003), np.float64(0.2912), np.float64(0.29910000000000003), np.float64(0.30670000000000003), np.float64(0.3141), np.float64(0.32230000000000003), np.float64(0.3307), np.float64(0.3393), np.float64(0.3473), np.float64(0.3556), np.float64(0.3632), np.float64(0.3714), np.float64(0.3796), np.float64(0.3881), np.float64(0.3972), np.float64(0.4052), np.float64(0.41450000000000004), np.float64(0.4239), np.float64(0.434), np.float64(0.44380000000000003), np.float64(0.45430000000000004), np.float64(0.4637), np.float64(0.47390000000000004), np.float64(0.48310000000000003), np.float64(0.49210000000000004), np.float64(0.5035000000000001), np.float64(0.5123), np.float64(0.5214), np.float64(0.5314), np.float64(0.5415), np.float64(0.5511), np.float64(0.5608000000000001), np.float64(0.5690000000000001), np.float64(0.5785), np.float64(0.5887), np.float64(0.598), np.float64(0.6068), np.float64(0.6166), np.float64(0.6255000000000001), np.float64(0.6345000000000001), np.float64(0.6436000000000001), np.float64(0.6535000000000001), np.float64(0.662), np.float64(0.6714), np.float64(0.6817000000000001), np.float64(0.6916), np.float64(0.7015), np.float64(0.7107), np.float64(0.7198), np.float64(0.7295), np.float64(0.7401), np.float64(0.7484000000000001), np.float64(0.7589), np.float64(0.7701), np.float64(0.779), np.float64(0.7891), np.float64(0.7989), np.float64(0.8093), np.float64(0.8212), np.float64(0.8323), np.float64(0.8415), np.float64(0.8526), np.float64(0.8627), np.float64(0.8734000000000001), np.float64(0.8841), np.float64(0.894), np.float64(0.9042), np.float64(0.9133), np.float64(0.9226000000000001), np.float64(0.9324), np.float64(0.9431), np.float64(0.9549000000000001), np.float64(0.9650000000000001), np.float64(0.9752000000000001), np.float64(0.9853000000000001), np.float64(0.9951000000000001), np.float64(1.0050000000000001), np.float64(1.0148000000000001), np.float64(1.0265), np.float64(1.0376), np.float64(1.0478), np.float64(1.0587), np.float64(1.0682), np.float64(1.0778), np.float64(1.0871), np.float64(1.0964), np.float64(1.1072), np.float64(1.1163), np.float64(1.1267), np.float64(1.1368), np.float64(1.1477000000000002), np.float64(1.1583), np.float64(1.1677), np.float64(1.1778), np.float64(1.1891), np.float64(1.1999), np.float64(1.2119), np.float64(1.2221), np.float64(1.2311), np.float64(1.243)]",-46.01724,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf
2025_05_06_0006,19,280.0,-24.995132446289062,110,Condition 1,"[np.float64(0.25720000000000004), np.float64(0.2622), np.float64(0.268), np.float64(0.2743), np.float64(0.2807), np.float64(0.2876), np.float64(0.29500000000000004), np.float64(0.3018), np.float64(0.3084), np.float64(0.3158), np.float64(0.3234), np.float64(0.33080000000000004), np.float64(0.3385), np.float64(0.3467), np.float64(0.3543), np.float64(0.3612), np.float64(0.3688), np.float64(0.377), np.float64(0.3854), np.float64(0.39540000000000003), np.float64(0.4035), np.float64(0.4117), np.float64(0.4204), np.float64(0.42860000000000004), np.float64(0.4369), np.float64(0.44670000000000004), np.float64(0.45580000000000004), np.float64(0.4646), np.float64(0.47400000000000003), np.float64(0.4842), np.float64(0.4933), np.float64(0.5011), np.float64(0.5099), np.float64(0.518), np.float64(0.5269), np.float64(0.5364), np.float64(0.544), np.float64(0.5534), np.float64(0.5615), np.float64(0.5700000000000001), np.float64(0.5790000000000001), np.float64(0.5871000000000001), np.float64(0.5965), np.float64(0.6062000000000001), np.float64(0.6147), np.float64(0.6239), np.float64(0.6323000000000001), np.float64(0.6411), np.float64(0.6503), np.float64(0.6589), np.float64(0.667), np.float64(0.6773), np.float64(0.6876), np.float64(0.6961), np.float64(0.7065), np.float64(0.7158), np.float64(0.7255), np.float64(0.7352000000000001), np.float64(0.7448), np.float64(0.7537), np.float64(0.7653000000000001), np.float64(0.7745000000000001), np.float64(0.7835000000000001), np.float64(0.793), np.float64(0.8025), np.float64(0.8122), np.float64(0.8220000000000001), np.float64(0.8302), np.float64(0.8405), np.float64(0.8497), np.float64(0.8594), np.float64(0.8686), np.float64(0.8787), np.float64(0.8881), np.float64(0.8972), np.float64(0.9066000000000001), np.float64(0.9162), np.float64(0.9283), np.float64(0.9371), np.float64(0.9468000000000001), np.float64(0.9560000000000001), np.float64(0.9663), np.float64(0.9769000000000001), np.float64(0.9869), np.float64(0.9968), np.float64(1.0061), np.float64(1.0167000000000002), np.float64(1.0256), np.float64(1.0364), np.float64(1.0459), np.float64(1.0554000000000001), np.float64(1.0653000000000001), np.float64(1.0745), np.float64(1.0843), np.float64(1.0939), np.float64(1.1039), np.float64(1.1146), np.float64(1.1244), np.float64(1.1339000000000001), np.float64(1.1452), np.float64(1.1538000000000002), np.float64(1.1638), np.float64(1.1733), np.float64(1.1829), np.float64(1.1943000000000001), np.float64(1.203), np.float64(1.2135), np.float64(1.2237), np.float64(1.2332), np.float64(1.2442)]",-44.995132,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf
2025_05_06_0006,20,300.0,-23.696292877197266,119,Condition 1,"[np.float64(0.25670000000000004), np.float64(0.2611), np.float64(0.2665), np.float64(0.27240000000000003), np.float64(0.2787), np.float64(0.2853), np.float64(0.2916), np.float64(0.2984), np.float64(0.3048), np.float64(0.3115), np.float64(0.3186), np.float64(0.32580000000000003), np.float64(0.3322), np.float64(0.3396), np.float64(0.34700000000000003), np.float64(0.3541), np.float64(0.3613), np.float64(0.3688), np.float64(0.37610000000000005), np.float64(0.384), np.float64(0.39280000000000004), np.float64(0.4002), np.float64(0.40850000000000003), np.float64(0.4166), np.float64(0.4243), np.float64(0.4338), np.float64(0.44210000000000005), np.float64(0.45030000000000003), np.float64(0.45880000000000004), np.float64(0.4667), np.float64(0.47600000000000003), np.float64(0.4844), np.float64(0.4927), np.float64(0.5003000000000001), np.float64(0.5084000000000001), np.float64(0.5172), np.float64(0.5256000000000001), np.float64(0.5341), np.float64(0.5423), np.float64(0.5501), np.float64(0.5587), np.float64(0.5667), np.float64(0.5760000000000001), np.float64(0.5846), np.float64(0.5925), np.float64(0.6012000000000001), np.float64(0.6103000000000001), np.float64(0.6187), np.float64(0.6273000000000001), np.float64(0.6373), np.float64(0.6456000000000001), np.float64(0.6555000000000001), np.float64(0.6638000000000001), np.float64(0.672), np.float64(0.6795), np.float64(0.6878000000000001), np.float64(0.6961), np.float64(0.7048), np.float64(0.7129000000000001), np.float64(0.7214), np.float64(0.7306), np.float64(0.739), np.float64(0.7492000000000001), np.float64(0.758), np.float64(0.7667), np.float64(0.7755000000000001), np.float64(0.7845000000000001), np.float64(0.7931), np.float64(0.8027000000000001), np.float64(0.8113), np.float64(0.8189000000000001), np.float64(0.8275), np.float64(0.8382000000000001), np.float64(0.8463), np.float64(0.8551000000000001), np.float64(0.8643000000000001), np.float64(0.8737), np.float64(0.8824000000000001), np.float64(0.8913000000000001), np.float64(0.902), np.float64(0.9101), np.float64(0.9197000000000001), np.float64(0.9287000000000001), np.float64(0.9368000000000001), np.float64(0.9450000000000001), np.float64(0.9539000000000001), np.float64(0.9629000000000001), np.float64(0.9730000000000001), np.float64(0.9815), np.float64(0.9905), np.float64(0.9995), np.float64(1.0090000000000001), np.float64(1.0174), np.float64(1.0282), np.float64(1.0365), np.float64(1.0454), np.float64(1.0543), np.float64(1.0633000000000001), np.float64(1.0716), np.float64(1.0812000000000002), np.float64(1.0898), np.float64(1.0984), np.float64(1.1074000000000002), np.float64(1.1163), np.float64(1.1257000000000001), np.float64(1.1338000000000001), np.float64(1.1432), np.float64(1.1519000000000001), np.float64(1.1614), np.float64(1.1712), np.float64(1.1791), np.float64(1.1876), np.float64(1.1958), np.float64(1.2054), np.float64(1.2139), np.float64(1.2225000000000001), np.float64(1.231), np.float64(1.2407000000000001), np.float64(1.2498)]",-43.696293,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf
2025_05_06_0006,21,320.0,-22.14303970336914,162,Condition 1,"[np.float64(0.2546), np.float64(0.2592), np.float64(0.264), np.float64(0.26940000000000003), np.float64(0.2747), np.float64(0.2798), np.float64(0.2853), np.float64(0.29100000000000004), np.float64(0.2964), np.float64(0.30210000000000004), np.float64(0.3073), np.float64(0.3129), np.float64(0.3183), np.float64(0.3239), np.float64(0.3299), np.float64(0.3356), np.float64(0.3412), np.float64(0.34740000000000004), np.float64(0.35300000000000004), np.float64(0.3587), np.float64(0.36460000000000004), np.float64(0.3705), np.float64(0.3764), np.float64(0.3824), np.float64(0.38820000000000005), np.float64(0.39380000000000004), np.float64(0.3992), np.float64(0.40490000000000004), np.float64(0.4102), np.float64(0.41650000000000004), np.float64(0.4224), np.float64(0.4279), np.float64(0.4338), np.float64(0.43970000000000004), np.float64(0.44570000000000004), np.float64(0.45180000000000003), np.float64(0.458), np.float64(0.46380000000000005), np.float64(0.4697), np.float64(0.47550000000000003), np.float64(0.4813), np.float64(0.4874), np.float64(0.49350000000000005), np.float64(0.49970000000000003), np.float64(0.5055000000000001), np.float64(0.5116), np.float64(0.5176000000000001), np.float64(0.523), np.float64(0.5287000000000001), np.float64(0.5345), np.float64(0.5403), np.float64(0.5464), np.float64(0.552), np.float64(0.5582), np.float64(0.5641), np.float64(0.5699000000000001), np.float64(0.5760000000000001), np.float64(0.5821000000000001), np.float64(0.5881000000000001), np.float64(0.5937), np.float64(0.6), np.float64(0.6061000000000001), np.float64(0.6123000000000001), np.float64(0.6188), np.float64(0.6244000000000001), np.float64(0.6307), np.float64(0.6367), np.float64(0.6424000000000001), np.float64(0.6485000000000001), np.float64(0.6548), np.float64(0.6609), np.float64(0.6672), np.float64(0.673), np.float64(0.6788000000000001), np.float64(0.6852), np.float64(0.6917), np.float64(0.6977), np.float64(0.7040000000000001), np.float64(0.7103), np.float64(0.7165), np.float64(0.7232000000000001), np.float64(0.7296), np.float64(0.7361000000000001), np.float64(0.7426), np.float64(0.7484000000000001), np.float64(0.7548), np.float64(0.7613000000000001), np.float64(0.7676000000000001), np.float64(0.774), np.float64(0.7803), np.float64(0.7864), np.float64(0.7932), np.float64(0.7995), np.float64(0.8055), np.float64(0.8122), np.float64(0.8184), np.float64(0.8248000000000001), np.float64(0.8316), np.float64(0.8375), np.float64(0.8438), np.float64(0.8497), np.float64(0.8562000000000001), np.float64(0.8627), np.float64(0.8691000000000001), np.float64(0.8761), np.float64(0.8825000000000001), np.float64(0.8889), np.float64(0.8958), np.float64(0.9021), np.float64(0.9088), np.float64(0.9156000000000001), np.float64(0.9227000000000001), np.float64(0.9297000000000001), np.float64(0.9358000000000001), np.float64(0.9423), np.float64(0.9485), np.float64(0.9545), np.float64(0.9613), np.float64(0.9674), np.float64(0.9737), np.float64(0.9803000000000001), np.float64(0.9869), np.float64(0.9937), np.float64(0.9992000000000001), np.float64(1.0052), np.float64(1.0110000000000001), np.float64(1.0170000000000001), np.float64(1.0234), np.float64(1.0295), np.float64(1.0355), np.float64(1.042), np.float64(1.0481), np.float64(1.0542), np.float64(1.0602), np.float64(1.0669), np.float64(1.0733000000000001), np.float64(1.0809), np.float64(1.0873000000000002), np.float64(1.0938), np.float64(1.1007), np.float64(1.1072), np.float64(1.1137000000000001), np.float64(1.1205), np.float64(1.1273), np.float64(1.1336000000000002), np.float64(1.1397000000000002), np.float64(1.1468), np.float64(1.1533), np.float64(1.1601000000000001), np.float64(1.1668), np.float64(1.1731), np.float64(1.1795), np.float64(1.1857), np.float64(1.1921000000000002), np.float64(1.1987), np.float64(1.2052), np.float64(1.2121), np.float64(1.2185000000000001), np.float64(1.225), np.float64(1.2324000000000002), np.float64(1.2388000000000001), np.float64(1.2458)]",-42.14304,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0009_Steps_400.abf
2025_05_06_0006,22,340.0,-21.099685668945312,154,Condition 1,"[np.float64(0.2548), np.float64(0.25880000000000003), np.float64(0.2635), np.float64(0.2686), np.float64(0.2742), np.float64(0.2797), np.float64(0.28550000000000003), np.float64(0.2908), np.float64(0.29660000000000003), np.float64(0.3019), np.float64(0.30760000000000004), np.float64(0.31320000000000003), np.float64(0.3185), np.float64(0.3244), np.float64(0.33030000000000004), np.float64(0.33590000000000003), np.float64(0.3418), np.float64(0.3478), np.float64(0.35350000000000004), np.float64(0.35950000000000004), np.float64(0.3652), np.float64(0.3709), np.float64(0.3769), np.float64(0.3825), np.float64(0.3881), np.float64(0.39390000000000003), np.float64(0.4002), np.float64(0.406), np.float64(0.4122), np.float64(0.4183), np.float64(0.42410000000000003), np.float64(0.4295), np.float64(0.4358), np.float64(0.4418), np.float64(0.4476), np.float64(0.4534), np.float64(0.45980000000000004), np.float64(0.4667), np.float64(0.4731), np.float64(0.4786), np.float64(0.4847), np.float64(0.49100000000000005), np.float64(0.4974), np.float64(0.5047), np.float64(0.511), np.float64(0.5168), np.float64(0.5231), np.float64(0.5296000000000001), np.float64(0.5364), np.float64(0.5424), np.float64(0.549), np.float64(0.5558000000000001), np.float64(0.5624), np.float64(0.5685), np.float64(0.5753), np.float64(0.5811000000000001), np.float64(0.5872), np.float64(0.5932000000000001), np.float64(0.5999), np.float64(0.6063000000000001), np.float64(0.6129), np.float64(0.6193000000000001), np.float64(0.6254000000000001), np.float64(0.632), np.float64(0.6385000000000001), np.float64(0.6446000000000001), np.float64(0.6507000000000001), np.float64(0.6568), np.float64(0.6636000000000001), np.float64(0.6702), np.float64(0.6763), np.float64(0.6828000000000001), np.float64(0.6899000000000001), np.float64(0.6971), np.float64(0.7033), np.float64(0.7101000000000001), np.float64(0.7174), np.float64(0.7236), np.float64(0.7303000000000001), np.float64(0.7368), np.float64(0.7433000000000001), np.float64(0.75), np.float64(0.7563000000000001), np.float64(0.7633000000000001), np.float64(0.7696000000000001), np.float64(0.7761), np.float64(0.7825000000000001), np.float64(0.7894), np.float64(0.7964), np.float64(0.8031), np.float64(0.8098000000000001), np.float64(0.8168000000000001), np.float64(0.8240000000000001), np.float64(0.8304), np.float64(0.8375), np.float64(0.8448), np.float64(0.8512000000000001), np.float64(0.8576), np.float64(0.8647), np.float64(0.8716), np.float64(0.8781), np.float64(0.8862), np.float64(0.893), np.float64(0.8999), np.float64(0.9066000000000001), np.float64(0.9143), np.float64(0.921), np.float64(0.9274), np.float64(0.9346000000000001), np.float64(0.9412), np.float64(0.9480000000000001), np.float64(0.9547), np.float64(0.9613), np.float64(0.9684), np.float64(0.9748), np.float64(0.9819), np.float64(0.9885), np.float64(0.9953000000000001), np.float64(1.002), np.float64(1.0091), np.float64(1.0166), np.float64(1.0238), np.float64(1.0303), np.float64(1.0377), np.float64(1.0439), np.float64(1.0508), np.float64(1.058), np.float64(1.0649), np.float64(1.0728), np.float64(1.079), np.float64(1.0855000000000001), np.float64(1.0931), np.float64(1.0999), np.float64(1.1065), np.float64(1.1141), np.float64(1.1211), np.float64(1.1280000000000001), np.float64(1.135), np.float64(1.1421000000000001), np.float64(1.1489), np.float64(1.1557), np.float64(1.1627), np.float64(1.1692), np.float64(1.1768), np.float64(1.1833), np.float64(1.1899), np.float64(1.1969), np.float64(1.2038), np.float64(1.2113), np.float64(1.2183000000000002), np.float64(1.2251), np.float64(1.2326000000000001), np.float64(1.2395), np.float64(1.2463)]",-41.099686,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0009_Steps_400.abf
